Merchant_ID,Merchant_Name,Industry,Merchant_Segment,Location_Region,Subscription_Start_Date,Months_Since_Subscription,POS_Terminal_Model,Avg_Monthly_Transaction_Volume,Avg_Monthly_Transaction_Value,Avg_Transaction_Value,Transaction_Frequency_Score,Uptime_Percentage,Customer_Support_Tickets_Monthly,Avg_Resolution_Time_Tickets_Days,Feature_Adoption_Score,Payment_Success_Rate,Payment_Failure_Rate,Dispute_Rate,Technical_Issues_Reported,Feedback_Score_Monthly,Days_Since_Last_Transaction,POS_Cost,Monthly_Rental_Fee,MDR_Rate,LTV,Churned,Churn_Reason
M-10629,Marico (Branch 219),Education,Medium,North,07-09-2023,3,Pin on Mobile,697,548688.1963,787.2140549,0.42413311,96.99203661,6,5.316590083,0.271860096,94.10040252,5.899597483,2.97268841,3,2.036923012,196,0,0,1.2,24690.96883,1,Low Usage
M-10630,KC Overseas Education (Branch 187),E-commerce,Medium,Central,20-10-2023,2,mPos,161,159054.5835,987.9166677,0.567530571,98.93471345,0,2.730294766,0.711592432,96.29718734,3.702812663,4.949806843,2,2.998282932,26,5377,300,2.2,7952.729175,0,None
M-10631,Myntra (Branch 206),Retail,Large,South,29-05-2023,7,Dynamic Soundbox,107,67631.00025,632.0654229,0.776122595,96.31415062,5,1.336795712,0.670604235,90.95662241,9.043377585,3.022847364,0,2.44659394,301,3827,250,2,9468.340035,1,High Costs
M-10632,KC Overseas Education (Branch 188),Retail,Small,Central,20-01-2023,11,Soundbox,414,321300.2384,776.0875324,0.900782093,95.15987595,2,6.671987534,0.03070644,98.19128765,1.808712347,2.745619141,2,3.759616553,324,2293,200,2,70686.05245,1,Better Competitor
M-10633,Upstox (Branch 199),Healthcare,Medium,North,27-10-2023,2,Android Smart POS,427,119125.4911,278.9824148,0.506858156,99.38979962,11,3.463355888,0.956624244,98.78911288,1.210887124,0.939747283,0,4.73436765,343,19824,500,1.5,7147.529467,1,Better Competitor
M-10634,Urban Ladder (Branch 214),Healthcare,Small,Central,10-08-2023,4,Android Smart POS,499,100258.1233,200.9180828,0.092252282,98.68013716,7,5.342721954,0.472435088,98.59542369,1.404576315,3.134731462,2,1.298177996,19,19824,500,1.5,12030.9748,0,None
M-10635,My Operator (Branch 187),Hospitality,Medium,North,04-02-2023,11,Dynamic Soundbox,497,323060.7914,650.021713,0.937795586,96.3878649,7,3.541145101,0.586617317,97.75044206,2.24955794,1.075801756,0,2.792014828,323,3827,250,2,71073.3741,1,Technical Issues
M-10636,Dominos (Branch 211),E-commerce,Small,West,09-05-2023,7,mPos,334,222471.3575,666.0819086,0.184815415,99.1146652,4,5.940473733,0.341064074,90.26830817,9.73169183,2.91029918,3,4.303639013,97,5377,300,2.2,38932.48756,0,None
M-10637,My Operator (Branch 188),Healthcare,Medium,South,06-05-2023,7,mPos,766,413628.0947,539.9844579,0.840075895,98.58860188,0,3.912470934,0.777721871,91.05700146,8.94299854,0.59329833,2,1.87665746,131,5377,300,1.5,86861.8999,0,None
M-10638,Subway (Branch 210),Healthcare,Small,North,19-02-2023,10,mPos,675,153434.2106,227.3099416,0.336870426,95.62505716,2,2.828807331,0.893582626,94.49490196,5.505098043,0.420506185,3,1.45186018,183,5377,300,1.5,46030.26317,1,Low Usage
M-10639,Britannia (Branch 187),Retail,Medium,West,11-12-2023,0,Android Smart POS,372,141890.9565,381.4273025,0.854925538,96.338459,8,5.345388523,0.019492418,96.14296738,3.857032621,4.706523295,4,2.603782976,272,19824,500,2,0,1,Low Usage
M-10640,McDonald's (Branch 177),Healthcare,Small,East,31-08-2023,4,Android Smart POS,387,367706.4628,950.1458987,0.204397651,98.31623342,4,4.099688836,0.597116261,98.55017484,1.449825156,4.084968517,5,2.272232363,1,19824,500,1.5,44124.77554,0,None
M-10641,Sqraeboat (Branch 209),E-commerce,Medium,Central,19-05-2023,7,mPos,803,635583.3238,791.5109886,0.419434058,97.17151112,7,6.781345685,0.983217703,94.69631777,5.303682229,0.220669119,1,1.392635002,81,5377,300,2.2,111227.0817,0,None
M-10642,Raymond (Branch 171),Hospitality,Small,South,17-05-2023,7,Android Smart POS,338,285209.6359,843.8154908,0.497212295,96.02568633,3,6.822019368,0.173994843,93.29160238,6.708397616,1.522583296,2,1.064036107,349,19824,500,2,39929.34903,1,None
M-10643,Netmeds (Branch 208),Hospitality,Small,North,13-11-2023,1,Android Smart POS,258,196586.8649,761.9645926,0.240981476,99.06817302,5,1.297036828,0.462970431,90.7964985,9.203501502,0.092972082,3,1.906608901,333,19824,500,2,3931.737298,1,Low Usage
M-10644,FedEx (Branch 198),Hospitality,Medium,West,25-11-2023,1,Android Smart POS,378,99401.59198,262.9671745,0.328954408,98.19128938,5,4.889146236,0.186737255,98.03423951,1.965760487,2.570480273,4,1.459982365,336,19824,500,2,1988.03184,1,None
M-10645,My Operator (Branch 189),Healthcare,Small,East,26-10-2023,2,mPos,576,435646.7682,756.3311948,0.204367763,95.84893662,4,2.101491947,0.316501668,92.58387606,7.416123943,4.996649316,1,4.902201616,174,5377,300,1.5,26138.80609,0,None
M-10646,Urban Ladder (Branch 215),Healthcare,Large,East,17-06-2023,6,Android Smart POS,589,393060.86,667.3359253,0.290781133,96.44812777,7,2.147232927,0.295922923,97.15988612,2.84011388,3.521034582,0,4.921195228,249,19824,500,1.5,70750.9548,1,Support Issues
M-10647,Netmeds (Branch 209),Entertainment,Small,West,09-10-2023,2,Android Smart POS,268,132786.7013,495.4727662,0.456045563,96.99828448,1,6.552789051,0.135721952,95.32232888,4.677671117,0.297476724,1,1.724757921,122,19824,500,1.8,4780.321248,0,None
M-10648,Croma (Branch 206),Food & Beverage,Large,West,07-08-2023,4,Soundbox,307,236083.8008,769.0026083,0.862600636,98.1477673,4,4.1913457,0.746719017,90.22444411,9.775555886,3.810107334,6,4.707983605,200,2293,200,1.8,14165.02805,1,Technical Issues
M-10649,Pepperfry (Branch 164),Retail,Large,East,04-05-2023,8,Soundbox,650,252803.4941,388.9284525,0.518921066,95.13140963,7,2.059740834,0.014510286,97.02363585,2.976364152,4.720573698,2,2.103105024,26,2293,200,2,40448.55906,0,None
M-10650,Pepperfry (Branch 165),Retail,Medium,Central,09-06-2023,6,Soundbox,555,413252.421,744.5989567,0.47238066,95.7784781,0,5.445066298,0.944126653,94.22116808,5.778831921,4.88815603,2,1.727503309,300,2293,200,2,49590.29052,1,High Costs
M-10651,Croma (Branch 207),Education,Small,South,30-11-2023,1,Android Smart Mini POS,527,517434.7167,981.8495572,0.390269378,98.34449346,6,2.582134003,0.154482369,94.95647121,5.043528791,1.235321259,1,4.061825104,291,14224,400,1.2,7761.52075,1,Support Issues
M-10652,Dabur (Branch 201),Retail,Medium,North,09-06-2023,6,Soundbox,377,251512.9138,667.1430075,0.513617508,95.60775153,0,3.929324296,0.277295731,97.87880473,2.121195267,0.809134373,4,1.326566085,336,2293,200,2,30181.54966,1,Low Usage
M-10653,Teach for India (Branch 208),Healthcare,Medium,North,01-05-2023,8,Android Smart POS,613,184672.6917,301.2605085,0.825051391,96.37228448,3,4.413767717,0.936767271,93.07274486,6.927255141,2.354386769,0,1.380970574,111,19824,500,1.5,44321.44601,0,None
M-10654,Dominos (Branch 212),Retail,Medium,North,14-05-2023,7,Dynamic Soundbox,664,247548.3618,372.8137979,0.866166281,98.63971402,4,1.568480882,0.530890601,96.28259687,3.71740313,0.403450694,4,2.768721575,245,3827,250,2,34656.77065,1,None
M-10655,Raymond (Branch 172),Retail,Large,Central,11-11-2023,1,Android Smart POS,365,166337.9793,455.7204911,0.614135428,95.38406845,5,4.486349121,0.688594619,97.17661173,2.823388275,0.133517202,6,1.269136371,221,19824,500,2,3326.759585,1,Support Issues
M-10656,Airtel (Branch 199),Entertainment,Large,West,29-04-2023,8,Android Smart POS,175,138993.8852,794.2507727,0.542844243,97.65278342,8,4.946220037,0.840155654,92.40068166,7.59931834,4.966304847,3,4.366962469,322,19824,500,1.8,20015.11947,1,Technical Issues
M-10657,Masters Union (Branch 223),Food & Beverage,Medium,West,03-05-2023,8,Soundbox,104,100156.317,963.0415092,0.651170246,99.48347527,5,2.522915779,0.968372975,96.8958063,3.104193701,4.829349881,0,1.131706379,47,2293,200,1.8,12018.75803,0,None
M-10658,Reliance (Branch 202),Entertainment,Medium,South,27-03-2023,9,Android Smart POS,395,241348.6703,611.0092918,0.679243609,96.7297215,1,1.270354936,0.273839754,94.81958472,5.18041528,2.014005846,0,4.651565681,78,19824,500,1.8,39098.48459,0,None
M-10659,Netmeds (Branch 210),Food & Beverage,Medium,Central,15-06-2023,6,Android Smart POS,181,86218.85809,476.3472823,0.465081421,96.41117175,8,2.316794465,0.515044672,98.67594664,1.324053355,4.573553497,0,2.55243666,362,19824,500,1.8,7759.697228,1,Better Competitor
M-10660,Rudralife (Branch 170),Food & Beverage,Large,West,23-01-2023,11,Android Smart Mini POS,683,208493.3749,305.2611638,0.85787566,95.7736407,5,2.865331684,0.665077406,96.61979449,3.380205512,3.746774919,1,4.075480613,29,14224,400,1.8,34401.40686,0,None
M-10661,Haldiram's (Branch 196),Retail,Medium,West,30-04-2023,8,Dynamic Soundbox,598,231166.9858,386.5668659,0.18498698,97.26496448,5,4.832490215,0.361854723,97.17534666,2.824653341,0.67237061,0,3.105315832,47,3827,250,2,36986.71773,0,None
M-10662,Rudralife (Branch 171),Healthcare,Small,South,03-08-2023,5,mPos,427,279614.4687,654.8348212,0.983231687,97.58805144,5,1.564314298,0.478423569,92.64704957,7.352950425,2.584283859,1,1.533162615,262,5377,300,1.5,41942.1703,1,Better Competitor
M-10663,Haldiram's (Branch 197),Food & Beverage,Small,East,18-04-2023,8,Soundbox,839,695297.3193,828.7214771,0.05132106,97.56022044,0,1.136695911,0.542624662,95.74644871,4.253551291,4.104084059,0,4.106122973,35,2293,200,1.8,83435.67831,0,None
M-10664,Croma (Branch 208),Food & Beverage,Medium,East,19-02-2023,10,Android Smart POS,460,248683.9454,540.6172726,0.059329638,95.75041823,6,2.710609547,0.248372457,92.748356,7.251644005,1.577252016,1,2.664577627,246,19824,500,1.8,37302.59181,1,None
M-10665,Dominos (Branch 213),Healthcare,Large,Central,11-08-2023,4,mPos,520,248201.2313,477.3100602,0.419724069,98.33080731,8,3.642698846,0.888852168,98.89553386,1.104466143,1.763416755,2,1.655095938,85,5377,300,1.5,29784.14776,0,None
M-10666,Amazon (Branch 196),E-commerce,Small,West,01-02-2023,11,mPos,261,171180.0482,655.8622537,0.951703421,97.98751373,0,6.03921635,0.581494883,94.28650484,5.713495165,4.485052074,2,4.243893344,103,5377,300,2.2,47074.51326,0,None
M-10667,Britannia (Branch 188),Hospitality,Large,West,22-03-2023,9,Dynamic Soundbox,456,446427.8906,979.0085319,0.534364187,98.43067982,4,6.345258137,0.720354313,94.24698286,5.753017139,3.67528194,0,1.500203911,34,3827,250,2,80357.0203,0,None
M-10668,Upstox (Branch 200),Retail,Large,East,15-02-2023,10,Dynamic Soundbox,338,171696.8022,507.9787049,0.263722405,99.66982632,3,6.424633043,0.701777316,98.18120706,1.818792941,3.221269921,3,1.601400852,180,3827,250,2,34339.36045,0,None
M-10669,More (Branch 189),Education,Small,North,18-07-2023,5,Pin on Mobile,606,379248.2236,625.8221511,0.864175213,98.02957732,7,2.62657897,0.559391054,98.82990461,1.17009539,3.157661676,5,4.460396978,55,0,0,1.2,28443.61677,0,None
M-10670,Airtel (Branch 200),Entertainment,Small,Central,11-11-2023,1,Android Smart POS,364,292004.8381,802.2110938,0.078204676,99.85930707,10,4.086557113,0.892323177,94.32900137,5.670998627,1.229142176,3,3.802685428,336,19824,500,1.8,5256.087086,1,None
M-10671,Sqraeboat (Branch 210),E-commerce,Medium,West,08-06-2023,6,mPos,439,345041.6379,785.9718403,0.401785888,98.81000976,3,6.831584669,0.278604257,95.42206271,4.577937292,0.985803254,3,3.677672907,116,5377,300,2.2,51756.24569,0,None
M-10672,More (Branch 190),Entertainment,Small,East,28-05-2023,7,Android Smart POS,553,356871.5025,645.3372559,0.988233863,97.85535015,2,4.254124489,0.940896669,94.31525185,5.684748152,0.990965109,0,3.029374089,330,19824,500,1.8,44965.80932,1,Low Usage
M-10673,BigBazar (Branch 181),Retail,Medium,South,04-10-2023,2,Soundbox,341,199903.1508,586.2262488,0.912811998,97.44180463,1,6.328423048,0.845464176,91.15337108,8.846628921,0.986882356,1,2.335230134,234,2293,200,2,7996.126033,1,Support Issues
M-10674,Dominos (Branch 214),Food & Beverage,Small,South,24-09-2023,3,Android Smart Mini POS,259,156839.8876,605.5594115,0.397148576,96.97844705,7,2.512575747,0.334018228,96.6976654,3.302334597,1.991098003,0,4.766203896,219,14224,400,1.8,7057.794941,1,High Costs
M-10675,Flipkart (Branch 207),Entertainment,Medium,Central,12-11-2023,1,Android Smart POS,365,81006.98743,221.9369519,0.991593295,98.87997549,1,2.247153524,0.835940424,90.90618173,9.093818273,3.436431702,5,3.247038405,248,19824,500,1.8,1458.125774,1,Support Issues
M-10676,More (Branch 191),Hospitality,Medium,Central,03-06-2023,7,Dynamic Soundbox,331,141766.0478,428.2962169,0.626345704,96.83359165,2,5.019221373,0.006965144,95.5493539,4.450646095,1.925205325,3,4.849601602,41,3827,250,2,19847.24669,0,None
M-10677,ITC (Branch 195),Hospitality,Small,South,16-06-2023,6,Android Smart POS,543,116243.6766,214.0767525,0.922372929,97.32961533,4,1.85367296,0.117836436,96.3564271,3.643572903,1.510821575,1,1.777916386,159,19824,500,2,13949.24119,0,None
M-10678,More (Branch 192),E-commerce,Medium,West,14-06-2023,6,mPos,601,376989.5036,627.2703888,0.227881642,97.76605687,5,4.279160078,0.262659639,96.17354104,3.82645896,0.776524866,0,4.919793489,167,5377,300,2.2,56548.42555,0,None
M-10679,Dabur (Branch 202),Healthcare,Large,West,23-08-2023,4,mPos,482,440265.6261,913.4141621,0.12224292,98.99635283,4,2.959416277,0.723823813,92.32669061,7.673309395,0.306980722,3,1.042754025,241,5377,300,1.5,52831.87514,1,Low Usage
M-10680,Flipkart (Branch 208),Healthcare,Small,South,21-09-2023,3,mPos,711,476877.0018,670.7130827,0.200709815,97.83199854,10,4.417714879,0.969580223,93.34609144,6.653908565,3.220495753,1,2.048338047,347,5377,300,1.5,42918.93016,1,Low Usage
M-10681,Sqraeboat (Branch 211),Hospitality,Small,West,09-09-2023,3,Dynamic Soundbox,744,539592.5292,725.2587758,0.199981458,95.00622367,6,6.353653487,0.269368972,98.88028925,1.119710751,2.164296556,3,4.665464317,26,3827,250,2,32375.55175,0,None
M-10682,Oyo (Branch 205),Healthcare,Medium,North,18-04-2023,8,Android Smart POS,549,359529.5666,654.8808136,0.958513019,95.6464119,0,6.826311318,0.944902559,94.98357762,5.01642238,1.944186019,3,4.483988731,216,19824,500,1.5,86287.09599,1,None
M-10683,BharatX (Branch 196),Retail,Small,South,18-11-2023,1,Android Smart POS,386,303570.9647,786.4532763,0.294538609,99.66315305,5,1.979104514,0.924052567,90.29413286,9.705867138,3.669004495,0,4.449257295,309,19824,500,2,6071.419293,1,High Costs
M-10684,Newton School (Branch 213),Education,Large,Central,10-09-2023,3,Pin on Mobile,319,201230.1714,630.8155844,0.731698215,96.44218981,6,4.178416399,0.066985331,98.66055004,1.33944996,1.073092651,2,1.418267786,248,0,0,1.2,9055.357714,1,High Costs
M-10685,More (Branch 193),Entertainment,Large,East,02-04-2023,9,Android Smart POS,729,213519.6584,292.8939072,0.801099751,97.79627109,11,5.930678399,0.707957023,94.5336979,5.466302098,0.144816752,3,2.607146527,69,19824,500,1.8,34590.18465,0,None
M-10686,My Operator (Branch 190),Healthcare,Large,Central,20-04-2023,8,mPos,270,203529.7751,753.8139818,0.53263876,98.03597594,3,5.155814987,0.977831246,98.29083468,1.709165321,1.935380024,0,1.270448402,38,5377,300,1.5,48847.14602,0,None
M-10687,Hey Coach (Branch 202),Education,Medium,West,28-05-2023,7,Android Smart Mini POS,400,246261.9708,615.6549269,0.12620104,99.7712064,3,6.288491609,0.702654439,92.66276336,7.337236643,0.317752913,0,1.541465721,255,14224,400,1.2,25857.50693,1,Support Issues
M-10688,Oyo (Branch 206),Hospitality,Small,Central,21-12-2023,0,Android Smart POS,707,450895.3141,637.7585773,0.169826426,96.26395364,8,4.439763553,0.781987709,95.75890239,4.241097612,1.973639933,0,3.367541886,52,19824,500,2,0,0,None
M-10689,Flipkart (Branch 209),Food & Beverage,Medium,East,21-04-2023,8,Android Smart POS,713,232222.3237,325.6975087,0.068448617,96.96796154,3,6.969830201,0.784016278,96.40421489,3.595785109,1.980015738,2,4.268071089,244,19824,500,1.8,27866.67884,1,Support Issues
M-10690,Sqraeboat (Branch 212),Healthcare,Large,South,23-06-2023,6,Android Smart POS,345,338825.4166,982.1026568,0.616823131,96.1772749,4,4.753857734,0.775145465,96.90250366,3.097496343,0.000959141,2,4.271805525,315,19824,500,1.5,60988.57499,1,Technical Issues
M-10691,Qshala (Branch 176),Retail,Medium,South,15-12-2023,0,Dynamic Soundbox,820,693153.4019,845.3090267,0.005067498,96.23379081,4,3.047663525,0.656899466,96.90528388,3.094716121,4.591950302,3,4.647590851,240,3827,250,2,0,1,Low Usage
M-10692,Zomato (Branch 179),Entertainment,Small,West,30-09-2023,3,Android Smart POS,481,212372.985,441.5238773,0.321329676,95.52121491,4,1.246120626,0.231954759,95.25245402,4.74754598,0.015119195,0,4.918662418,360,19824,500,1.8,11468.14119,1,None
M-10693,Upstox (Branch 201),E-commerce,Small,East,01-09-2023,4,Pin on Mobile,527,321840.4216,610.7028874,0.448720079,99.49022398,12,4.257225645,0.591701,90.6148829,9.385117098,3.149706272,0,3.580546715,219,0,0,2.2,32184.04216,1,Low Usage
M-10694,Urban Ladder (Branch 216),Retail,Large,North,07-12-2023,0,Android Smart POS,696,152714.5208,219.4174149,0.229956102,95.95510529,7,6.756445893,0.408756293,95.41517927,4.584820726,1.348607042,0,2.270754817,182,19824,500,2,0,1,Technical Issues
M-10695,Rudralife (Branch 172),Entertainment,Small,South,02-04-2023,9,Android Smart POS,191,46079.85318,241.2557758,0.858324183,96.13969185,8,4.417585734,0.131650085,90.54546748,9.454532522,1.090099809,4,3.423251608,268,19824,500,1.8,7464.936215,1,None
M-10696,Reliance (Branch 203),Food & Beverage,Large,East,06-07-2023,5,Android Smart POS,743,650478.8572,875.4762546,0.167122002,99.57808116,1,1.939688723,0.868416984,97.96295347,2.037046531,3.688995092,1,2.181805871,10,19824,500,1.8,48785.91429,0,None
M-10697,Titan (Branch 174),Retail,Medium,Central,20-09-2023,3,Android Smart POS,658,226531.6722,344.273058,0.496895992,95.73582343,4,2.35838651,0.954617404,91.15020341,8.849796585,4.913307523,0,4.769261794,177,19824,500,2,13591.90033,0,None
M-10698,Reliance (Branch 204),Food & Beverage,Small,Central,01-07-2023,6,Android Smart Mini POS,734,644539.0143,878.1185482,0.89462079,98.54086677,6,5.358547597,0.149308029,91.52461526,8.475384739,3.767348902,2,2.08615033,294,14224,400,1.8,58008.51129,1,Technical Issues
M-10699,Upstox (Branch 202),Food & Beverage,Small,West,29-04-2023,8,Soundbox,205,114934.7962,560.6575423,0.165209992,99.14541161,6,3.814073279,0.206581523,93.08246564,6.917534361,2.132546606,0,2.114704437,306,2293,200,1.8,13792.17554,1,High Costs
M-10700,Zomato (Branch 180),Education,Large,South,28-02-2023,10,Pin on Mobile,350,199722.1464,570.634704,0.204905587,95.62191747,3,2.039483279,0.422194062,94.09374406,5.906255945,3.315934681,0,4.853225467,211,0,0,1.2,29958.32196,1,Better Competitor
M-10701,Coders Brain (Branch 202),Food & Beverage,Medium,North,22-06-2023,6,Soundbox,404,124561.189,308.3197748,0.631741803,96.36525746,7,4.436828696,0.218604062,98.50908984,1.490910164,2.02451018,1,4.517729376,356,2293,200,1.8,11210.50701,1,Technical Issues
M-10702,Teach for India (Branch 209),Healthcare,Small,Central,21-07-2023,5,mPos,537,289277.8349,538.69243,0.657733713,95.97831164,8,2.730533767,0.266615929,95.42857308,4.571426921,2.539617555,3,1.677100283,198,5377,300,1.5,43391.67523,1,Support Issues
M-10703,Tata Motors (Branch 204),E-commerce,Large,Central,17-01-2023,11,mPos,504,213490.0459,423.5913609,0.385274936,95.62516024,7,5.509740554,0.726300811,98.64376928,1.356230722,2.047052318,0,1.417682355,227,5377,300,2.2,58709.76262,1,None
M-10704,FedEx (Branch 199),Education,Medium,Central,21-02-2023,10,Android Smart Mini POS,538,225487.104,419.1210111,0.534648112,98.15013007,3,5.316538378,0.040565379,92.46134191,7.53865809,1.409640533,0,1.912379771,47,14224,400,1.2,33823.0656,0,None
M-10705,Titan (Branch 175),E-commerce,Large,East,06-04-2023,8,mPos,1,869.6218843,869.6218843,0.498044005,95.72697056,9,2.923399625,0.178258864,96.85883533,3.141164669,0.13717138,1,3.278896035,152,5377,300,2.2,173.9243769,0,None
M-10706,Titan (Branch 176),Education,Large,West,08-04-2023,8,Pin on Mobile,304,278077.1117,914.7273412,0.761467656,98.36117776,1,5.781759103,0.637995715,92.35922659,7.640773412,4.78596134,3,2.771789292,34,0,0,1.2,33369.25341,0,None
M-10707,Qshala (Branch 177),Entertainment,Medium,West,09-11-2023,1,Android Smart POS,416,177548.9696,426.8004076,0.959745314,98.77892953,3,3.164018153,0.224080661,91.14997366,8.850026339,4.189763975,0,3.082048425,315,19824,500,1.8,3195.881452,1,High Costs
M-10708,Sqraeboat (Branch 213),Education,Medium,Central,28-12-2023,0,Android Smart Mini POS,282,147241.2076,522.131942,0.711208888,97.35700241,7,5.280693629,0.936581647,90.39758679,9.602413213,0.43830592,0,3.351690849,74,14224,400,1.2,0,0,None
M-10709,Airtel (Branch 201),Retail,Medium,West,12-02-2023,10,Soundbox,433,347318.8807,802.1221263,0.504805034,95.27935986,6,6.345960136,0.875528914,96.7845119,3.215488104,2.078188215,2,1.719142606,46,2293,200,2,69463.77614,0,None
M-10710,Croma (Branch 209),Food & Beverage,Small,South,27-12-2023,0,Soundbox,425,103806.9987,244.2517617,0.307986778,96.41168008,6,1.630167845,0.377460176,97.43192,2.568079997,4.447031969,4,3.070667686,343,2293,200,1.8,0,1,Technical Issues
M-10711,Qshala (Branch 178),Healthcare,Medium,East,12-03-2023,9,mPos,465,118719.5655,255.3108935,0.46976494,99.1496647,5,1.517868883,0.076969287,91.27997553,8.720024475,0.240882922,4,3.827245922,220,5377,300,1.5,32054.28267,1,Support Issues
M-10712,Raymond (Branch 173),E-commerce,Medium,South,19-11-2023,1,Pin on Mobile,662,344789.9431,520.8307297,0.814745183,95.62257509,3,2.021505527,0.648697508,90.00072527,9.999274727,1.776526494,1,4.325348898,11,0,0,2.2,8619.748577,0,None
M-10713,BharatX (Branch 197),Food & Beverage,Small,East,08-08-2023,4,Android Smart Mini POS,429,234722.7128,547.1391907,0.820774177,95.07625979,8,5.895124411,0.363028984,90.90575553,9.094244466,2.149246366,3,1.148935851,156,14224,400,1.8,14083.36277,0,None
M-10714,Masters Union (Branch 224),Education,Large,South,08-01-2023,11,Pin on Mobile,597,502651.8637,841.9629208,0.137221615,96.67269945,0,1.967847603,0.37690121,90.37612425,9.623875751,2.470143881,7,4.072335433,150,0,0,1.2,82937.55751,0,None
M-10715,Lenskart (Branch 213),Hospitality,Small,Central,11-07-2023,5,Android Smart POS,553,544726.105,985.0381646,0.02132019,99.84268109,4,4.184230404,0.940904013,97.1319418,2.868058204,3.914850353,2,3.946479054,253,19824,500,2,54472.6105,1,Low Usage
M-10716,Subway (Branch 211),Hospitality,Medium,West,19-10-2023,2,Dynamic Soundbox,242,63917.69962,264.1227257,0.51392817,99.57316869,6,2.767673737,0.398405398,96.14346365,3.85653635,4.375454341,2,1.95585059,339,3827,250,2,2556.707985,1,Support Issues
M-10717,Marico (Branch 220),Hospitality,Large,South,08-12-2023,0,Soundbox,325,174781.5879,537.7895013,0.998402862,95.77408685,2,5.778161738,0.397696859,96.48505338,3.514946624,1.949585365,2,3.585969298,281,2293,200,2,0,1,Technical Issues
M-10718,Marico (Branch 221),Education,Small,Central,29-05-2023,7,Pin on Mobile,32,14046.91778,438.9661806,0.72593142,95.56415649,1,2.375514781,0.321258769,91.82389311,8.176106892,0.729488539,0,2.227403284,89,0,0,1.2,1474.926367,0,None
M-10719,Teach for India (Branch 210),E-commerce,Small,South,01-05-2023,8,mPos,492,401063.4784,815.1696715,0.024119433,96.71875268,3,6.524548685,0.393513369,92.75107861,7.248921394,4.0787316,3,3.832192238,32,5377,300,2.2,80212.69567,0,None
M-10720,Dabur (Branch 203),Education,Large,North,19-01-2023,11,Android Smart Mini POS,574,290077.5683,505.3616173,0.129543543,95.53663094,1,2.941376665,0.302911154,92.90262692,7.097373081,4.214104473,0,3.895147206,306,14224,400,1.2,47862.79878,1,Better Competitor
M-10721,Airtel (Branch 202),Healthcare,Medium,North,11-09-2023,3,mPos,288,242644.2769,842.5148504,0.743804342,97.42550187,4,1.110700166,0.626202931,91.56254105,8.437458947,0.376465902,0,3.172065515,206,5377,300,1.5,21837.98492,1,Support Issues
M-10722,Forest Essentials (Branch 178),E-commerce,Small,West,18-04-2023,8,Pin on Mobile,583,502690.2787,862.2474763,0.017900271,98.002258,1,5.888656032,0.450757124,91.7200664,8.279933599,3.919851492,2,1.025222253,212,0,0,2.2,100538.0557,1,High Costs
M-10723,Sqraeboat (Branch 214),Food & Beverage,Medium,North,08-03-2023,9,Soundbox,324,293266.5689,905.1437312,0.910046488,95.4996716,7,2.127221784,0.605520922,97.48363409,2.516365909,3.852002073,2,1.912953749,101,2293,200,1.8,39590.9868,0,None
M-10724,Haldiram's (Branch 198),Hospitality,Medium,West,11-08-2023,4,Soundbox,437,230098.8505,526.5419919,0.083865715,97.81255778,5,5.882337844,0.16541722,90.74639833,9.253601673,3.624122616,5,2.289425637,236,2293,200,2,18407.90804,1,Low Usage
M-10725,Godrej (Branch 183),Healthcare,Large,East,19-04-2023,8,Android Smart POS,482,266776.8947,553.4790347,0.468385864,97.86314015,8,3.022739761,0.68402547,92.31899528,7.681004718,0.541727639,2,1.688797764,42,19824,500,1.5,64026.45473,0,None
M-10726,Airtel (Branch 203),E-commerce,Small,North,31-01-2023,11,Pin on Mobile,484,194623.0112,402.1136594,0.611402735,96.89499892,0,2.634030562,0.463078091,96.00906584,3.990934164,2.898492759,5,1.433225453,9,0,0,2.2,53521.32807,0,None
M-10727,Qshala (Branch 179),Entertainment,Small,East,25-12-2023,0,Android Smart Mini POS,190,68601.46795,361.0603577,0.973031853,97.36414967,6,3.721920771,0.039079516,92.62388954,7.376110465,2.873662706,1,2.513903716,84,14224,400,1.8,0,0,None
M-10728,Croma (Branch 210),Food & Beverage,Large,West,06-07-2023,5,Soundbox,702,208686.4086,297.2740863,0.484447211,98.21441278,7,2.742828499,0.638889971,90.46991829,9.530081709,2.952636557,2,3.626164122,145,2293,200,1.8,15651.48065,0,None
M-10729,Hey Coach (Branch 203),Education,Small,North,10-01-2023,11,Pin on Mobile,368,177546.4863,482.4632779,0.890634043,95.19265797,8,4.437037083,0.063854782,91.44717087,8.55282913,1.0333395,2,2.512530313,68,0,0,1.2,29295.17024,0,None
M-10730,Qshala (Branch 180),E-commerce,Medium,North,06-12-2023,0,mPos,372,336397.9677,904.2956121,0.964457843,97.64083085,6,6.106246446,0.669719384,92.19644573,7.803554272,4.591785252,2,2.451366311,178,5377,300,2.2,0,0,None
M-10731,Rudralife (Branch 173),Education,Small,South,25-08-2023,4,Pin on Mobile,546,501245.9852,918.03294,0.616709458,97.18178658,1,5.348702657,0.489699227,95.88660071,4.11339929,1.506538044,3,3.124725895,22,0,0,1.2,30074.75911,0,None
